"Event Name","Start Date","End Date",Country,State,City,Venue,"Region 1","Region 2","Region 3",Contacts,URL,URL2,URL3,Sponsorship,Stakeholders,Type
"Red Hat Customer Convergence - Tampa",2014-03-13,2014-03-13,,Fl,Tampa,,"NORTH AMERICA",West,,,,,,,GSS,"Customer Event"
"Red Hat Tech Lab mit Berliner User Group",2014-03-13,2014-03-13,Germany,,Berlin,,EMEA,D-A-CH,,,,,,,Platform,"Open Source Community"
"Intersystems Global Summit 2014",2014-03-16,2014-03-19,u,Florida,Orlando,"Hilton Bonnet Creek Hotel","NORTH AMERICA",East,,,http://www.intersystems.com/who-we-are/events/intersystems-global-summit-2014/,,,,"Public Sector","Industry Event"
"Now’s the time: Upgrade to Red Hat Satellite 5.6",2014-03-18,2014-03-18,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-940261,,,,,Webinars
"Milwaukee Red Hat User Group",2014-03-18,2014-03-18,USA,Wisconsin,Wausatosa,"Maggiano's Little Italy","NORTH AMERICA",West,,,https://engage.redhat.com/content/rh-user-group-e-919555121243,,,,Cloud,"User Groups"
"Cisco xxx@redhat.com Day: +61 2 8923 2807 Cell: +61 414 953 033",http://www.cisco.com/web/ANZ/cisco-live/index.html,,,,"Global Partner Marketing","Red Hat Partner Event"
"IDC xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=327975&elq=432e008f7bff40638b3406dcfd0038d5,,,,Virtualization,Webinars
"JBoss-Making BI systems more agile with Data Virt",2014-03-19,2014-03-19,,,,,"NORTH AMERICA",,,,,,,,,Webinars
"Intel/OpenStack Onramp Workshop",2014-03-19,2014-03-19,,,Houston,,"NORTH AMERICA",West,,,https://engage.redhat.com/content/on-ramp-to-enterprise-919555121205/,,,,"Global Partner Marketing,OpenStack","Red Hat Partner Event"
"Management and Security for your Enterprise Applications",2014-03-20,2014-03-20,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-938530,,,,,Webinars
"Evento xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=339872&elq=ac8d3b4656c24aeca3d2891927ab5ab9,,,,,"Red Hat Hosted"
"Red Hat Open Day Partner Hosted for Ayuntamiento de Zapopan",2014-03-20,2014-03-20,México,Jalisco,Guadalajara,"TEAM's office",LATAM,Mexico,,,,,,,Platform,"Red Hat Partner Event"
"Red Hat Open Day Partner Hosted for Gobierno of Jalisco",2014-03-20,2014-03-20,México,Jalisco,Guadalajara,"TEAM's office",LATAM,Mexico,,,,,,,Middleware,"Red Hat Partner Event"
"OpenStack xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/OpenStackDC/,,,,OpenStack,"User Groups"
"Red Hat Open Day Partner Hosted for Flecha Amarilla",2014-03-21,2014-03-21,México,Jalisco,Guadalajara,"TEAM's office",LATAM,Mexico,,,,,,,Platform,"Red Hat Partner Event"
"Red Hat Open Day Partner Hosted for Financiera Coincidir",2014-03-21,2014-03-21,México,Jalisco,Guadalajara,"TEAM's office",LATAM,Mexico,,,,,,,Middleware,"Red Hat Partner Event"
"Disaster recovery for Red Hat virtual machines using Symantec Cluster Server powered by Veritas",2014-03-21,2014-03-21,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-941287,,,,,Webinars
" SAS Global Forum 2014",2014-03-23,2014-03-26,USA,"District of Columbia","Washington DC","Gaylord Resort and Convention Center","NORTH AMERICA",,,,support.sas.com/events/sasglobalforum/2014/index.html,https://docspace.corp.redhat.com/docs/DOC-132611,,"Gold Sponsor","Global Partner Marketing,Platform","Industry Event"
"Paas Workshop",2014-03-24,2014-03-24,,,Houston,,"NORTH AMERICA",West,,,https://engage.redhat.com/content/PaaS-workshop-registration-s-919555121201,,,,"Cloud,Field Marketing","Red Hat Hosted"
"HP xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://h41111.www4.hp.com/gpc/overview.html,https://mojo.redhat.com/docs/DOC-936999,,,"Channel,Global Partner Marketing","Red Hat Partner Event"
"ZKI Tagung",2014-03-24,2014-03-26,Germany,,,,EMEA,D-A-CH,,,,,,,,"Red Hat Partner Event"
"ATTIC Conference 2014",2014-03-24,2014-03-28,"Slovak Republic",,Kosice,,EMEA,D-A-CH,,,,,,,Cloud,
"Prevent shadow IT and regain control of your infrastructure",2014-03-25,2014-03-25,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-934552,,,,,Webinars
"Red Hat User Group Meeting - Quebec",2014-03-25,2014-03-25,Canada,,Quebec,"Restaurant Montego","NORTH AMERICA",Canada,,,,,,,Platform,"User Groups"
"Intel/OpenStack Onramp Workshop",2014-03-25,2014-03-25,,,Boston,,"NORTH AMERICA",East,,,https://engage.redhat.com/content/on-ramp-to-enterprise-919555121205/,,,,"Global Partner Marketing,OpenStack","Red Hat Partner Event"
"Red Hat Developer Toolset 2.1 - Getting ready for RHEL 7",2014-03-25,2014-03-25,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-935066,,,,,Webinars
"Design Time Governance",2014-03-26,2014-03-26,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-941525,,,,,Webinars
"Red Hat Open Day Partner Hosted for UAM",2014-03-26,2014-03-26,México,"Distrito Federal","Mexico City","Red Hat's Office",LATAM,Mexico,,,http://app.engage.redhat.com/e/es?s=1795&e=340595&elq=9b1543ed42584fb8bbe24c482bf1f722,,,,Virtualization,"Red Hat Partner Event"
"JBoss Java applications workshop in Toronto",2014-03-26,2014-03-26,Canada,,Toronto,,"NORTH AMERICA",Canada,,,https://meeting-reg.com/redhat/jboss_workshop_toronto/,,,,Middleware,"Customer Event"
"RHUG - Quebec",2014-03-26,2014-03-26,,,,,"NORTH AMERICA",Canada,,,,,,,"Field Marketing","User Groups"
"TOT Training_ Defining Business Rules as a Decision Table",2014-03-27,2014-03-27,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-935918,,,,,Webinars
"JBoss Business Breakfast by Viada",2014-03-27,2014-03-27,Germany,,Dortmund,"Viada GmbH & Co. KG, Rheinlanddamm 201",EMEA,D-A-CH,,,,,,,"Channel,Middleware","Red Hat Partner Event"
"OpenStack Meetup - Chicago",2014-03-27,2014-03-27,USA,Illinois,Chicago,,"NORTH AMERICA",West,,,http://www.meetup.com/meetup-group-NjZdcegA/,,,,OpenStack,"User Groups"
"Intel/OpenStack Onramp Workshop",2014-03-27,2014-03-27,,,NYC,,"NORTH AMERICA",East,,,https://engage.redhat.com/content/on-ramp-to-enterprise-919555121205/,,,,"Global Partner Marketing,OpenStack","Red Hat Partner Event"
"Webcast: Storage, Modern Data Protection - Part I",2014-03-27,2014-03-27,Germany,,online,online,EMEA,D-A-CH,,,,,,,Storage,Webinars
"Cloud Connect at Interop Las Vegas 2014",2014-03-31,2014-04-04,USA,Nevada,"Las Vegas","Mandalay Bay","NORTH AMERICA",West,,,http://www.interop.com/lasvegas/conference/cloud-connect.php?_mc=we_cc_le_intlv14_cportalbtn,,,,"Cloud,Openshift,OpenStack,Virtualization","Industry Event"
"Under the hood of PaaS",2014-04-01,2014-04-01,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-931214,,,,,Webinars
"Intel Red Hat Open Ramp Workshop, FFM",2014-04-02,2014-04-02,Germany,,"Frankfurt am Main","RH Office FFM, Messeturm 11th floor",EMEA,D-A-CH,,,http://redhat-intel.com/openstack-workshop/,,,,Channel,"Red Hat Partner Event"
"Intel Red Hat Open Ramp Seminar, FFM",2014-04-02,2014-04-02,Germany,,"Frankfurt am Main","Hotel Hessischer Hof & Red Hat Office FFM",EMEA,D-A-CH,,,http://redhat-intel.com/openstack-seminar/,,,,Channel,"Red Hat Partner Event"
"MCAS Cherry Point",2014-04-03,2014-04-03,USA,"North Carolina",Havlock,,"NORTH AMERICA",East,,,https://ncsi-web.ungerboeck.com/coe/coe_p1_all.aspx?oc=10&cc=COEUPC#,,,,"Public Sector","Industry Event"
"Webcast: Storage, Modern Data Protection - Part II",2014-04-03,2014-04-03,Germany,,online,online,EMEA,D-A-CH,,,,,,,Storage,Webinars
"Channel Trends+Visions 2014",2014-04-04,2014-04-04,,,,,EMEA,D-A-CH,,,,,,,"Channel,Middleware","Red Hat Partner Event"
"HPC Linux - NYC",2014-04-07,2014-04-07,USA,"New York",NYC,,"NORTH AMERICA",East,,,https://mojo.redhat.com/docs/DOC-950546,,,,"Field Marketing,Cloud,Platform,OpenStack","Customer Event"
"GSE Frühjahrsconferenz IBM 2014",2014-04-07,2014-04-09,Germany,,Frankfurt,"Le Méridien Parkhotel Frankfurt",EMEA,D-A-CH,,,https://events.paxido.com/GSE-Fruehjahr-2014/registration/show.php?hfp=2e869dba39daa1cd8956bbcefc632e31849bc5b6,,,,"Channel,Platform,Virtualization,Cloud","Red Hat Partner Event"
"The Cloud Factory",2014-04-07,2014-04-09,Canada,,"Banff, Alberta","The Banff Centre","NORTH AMERICA",Canada,,,http://dev.ericskram.com/CloudFactory/,,,"Keynote - Jim Whitehurst",,"Industry Event"
"Red Hat User Group Meeting - Atlanta",2014-04-08,2014-04-08,USA,Georgia,Atlanta,,"NORTH AMERICA",East,,,https://mail.google.com/mail/u/0/?tab=wm#inbox/144dc2924ed603ba,,,,Platform,"User Groups"
"Red Hat Open Day Partner Hosted for FAMSA",2014-04-09,2014-04-09,Mexico,"Nuevo Leon",Monterrey,"TEAM's Office",LATAM,Mexico,,,,,,,Platform,"Red Hat Partner Event"
"PyCon 2014",2014-04-09,2014-04-17,Canada,Quebec,Montreal,"Montreal Convention Center","NORTH AMERICA",Canada,,,https://us.pycon.org/2014/,https://mojo.redhat.com/docs/DOC-934166,,"Platinum Sponsorship","Fedora,Platform","Developer Event"
"IDC Swiss IT Conference 2014",2014-04-10,2014-04-10,Switzerland,,Zurich,"The Dolder Grand Hotel Zurich, Kurhausstrasse 65",EMEA,D-A-CH,,,http://www.cvent.com/events/swiss-it-conference-2014-switzerland/event-summary-6cab3e3e4d3147ae9d1cefa7f262070f.aspx,,,,"Channel,Cloud,Platform,Virtualization","C-level Event"
"Red Hat Open Night with ISCOM",2014-04-10,2014-04-10,México,"Distrito Federal","Mexico City","Estoril Restaurant at Polanco",LATAM,Mexico,,,http://app.engage.redhat.com/e/es?s=1795&e=347025&elq=dce1b76ea3984c1bb6fb900e2e6381f8,,,,Middleware,"Red Hat Partner Event"
GEOINT,2014-04-14,2014-04-17,USA,Florida,Tampa,"Tampa Convention Center",,,,,http://geoint2013.com/,,,,"Public Sector","Industry Event"
"Red Hat Summit",2014-04-14,2014-04-17,USA,California,"San Francisco","Moscone Center","NORTH AMERICA",West,,,http://www.redhat.com/summit/,,,,"Channel,Cloud,Field Marketing,Fedora,Global Partner Marketing,Middleware,Openshift,Opensource.com,Platform,Public Sector,Storage,Virtualization","Red Hat Hosted"
"East xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",,,,,,"Red Hat Hosted"
"Summit Meet and Greet - Canada",2014-04-16,2014-04-16,USA,California,"San Francisco"," Thirsty Bear Brewing Co.","NORTH AMERICA",Canada,,,,,,,"Field Marketing","Red Hat Hosted"
"2014 Summit Government Luncheon",2014-04-16,2014-04-16,,California,"San Francisco","InterContinental Hotel, Ballroom C, 5th Floor","NORTH AMERICA","Public Sector",,,https://engage.redhat.com/content/summit-government-luncheon-se-919555121229,,,,"Field Marketing,Public Sector","Red Hat Hosted"
"Red Hat User Group Meeting - Montreal",2014-04-22,2014-04-22,Canada,,Montreal,"Bier Markt","NORTH AMERICA",Canada,,,,,,,Platform,"User Groups"
"Great Indian Developer Summit 2014",2014-04-22,2014-04-24,India,,Bangalore,,APAC,India,,,http://www.developermarch.com/developersummit/about.html,,,,,"Industry Event"
"Webinar xxx@redhat.com Day: 919555121206 Cell: 9195551212119",https://vts.inxpo.com/Launch/QReg.htm?ShowKey=19223,,,,GSS,Webinars
"JBoss webinar",2014-04-23,2014-04-23,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-945920,,,,,Webinars
"Open xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/opensourcecloud/,,,,Cloud,"Red Hat Hosted"
"Storage Webinar",2014-04-24,2014-04-24,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-950122,,,,,Webinars
"Executive xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://engage.redhat.com/content/it-business-engine-se-919555121229,,,,"Cloud,Openshift,OpenStack","C-level Event"
"Red Hat Open Day Partner Hosted for Telcel with ISCOM",2014-04-24,2014-04-24,Mexico,"Distrito Federal","Mexico City","Red Hat's Office",LATAM,Mexico,,,,,,,"Middleware,Virtualization","Red Hat Partner Event"
"Executive Roundtable - Ottawa",2014-04-25,2014-04-25,,,,,"NORTH AMERICA",Canada,,,,,,,"Public Sector","C-level Event"
"Minnesota State Colleges & Universities ITS Conference",2014-04-28,2014-04-30,USA,Minnesota,Brainerd,"Cragun's Resort and Hotel on Gull Lake","NORTH AMERICA","Public Sector",,,http://www.its.mnscu.edu/its_conference/,,,,"Public Sector,Platform","Industry Event"
"JBoss Integrations  workshop in Atlanta",2014-04-29,2014-03-29,USA,Georgia,Atlanta,,"NORTH AMERICA",Canada,,,,,,,Middleware,"Customer Event"
"RHUG -  Calgary",2014-04-29,2014-04-29,Canada,Calgary,,,"NORTH AMERICA",Canada,,,,,,,"Field Marketing","User Groups"
"JBoss User Group Meeting - Austin",2014-04-29,2014-04-29,USA,Texas,Austin,"Electronics Arts","NORTH AMERICA",West,,,http://www.meetup.com/Austin-jBUG/events/169668202/,,,,Middleware,"User Groups"
"OpenStack Day by KIO Networks Mexico",2014-04-29,2014-04-29,México,"Distrito Federal","Mexico City","World Trade Center",LATAM,Mexico,,,https://openstackdaylatam.com/kio-networks-in-openstack/?lang=es,,,,Virtualization,"Red Hat Partner Event"
"Dallas JBoss BRMS Workshop",2014-04-29,2014-04-29,USA,Texas,Dallas,,"NORTH AMERICA",West,,,,,,,Middleware,"Customer Event"
"Red Hat Open Day Partner Hosted for Banco Famsa",2014-04-29,2014-04-29,México,"Nuevo Leon",Monterrey,"TEAM's office",LATAM,Mexico,,,,,,,Middleware,"Red Hat Partner Event"
"Training webinar",2014-04-29,2014-04-29,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-945934,,,,,Webinars
"Annual Technology Expo for Parksburg, WV",2014-04-30,2014-04-30,USA,"West Virginia",Parkerburg,"Blennerhasset hotel","NORTH AMERICA",East,,,https://fdaexpo.com/event.php?id=139#.UxZnr3SPI3E,,,,"Public Sector","Industry Event"
"Red Hat Open Day Partner Hosted for Procesar",2014-04-30,2014-04-30,México,"Distrito Federal","Mexico City","Red Hat's office",LATAM,Mexico,,,,,,,Middleware,"Red Hat Partner Event"
"JBoss webinar",2014-04-30,2014-04-30,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-945937,,,,,Webinars
"ebay xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"TAM webinar",2014-04-30,2014-04-30,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-945936,,,,,Webinars
"Law Enforcement IT Day",2014-05-01,2014-05-01,USA,Maryland,Bethesda,"North Bethesda Marriott",,,,,https://www.signup4.net/Public/ap.aspx?EID=LAWE14E&TID=bu77ro%2fuJfvlPMyEv5pCMQ%3d%3d,,,,"Public Sector","Industry Event"
"OpenStack xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/openstack/events/173686002/,,,,OpenStack,"User Groups"
"ePlus xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://mojo.redhat.com/docs/DOC-955290,,,,Channel,"Red Hat Partner Event"
"Symantec Vision Las Vegas 2014",2014-05-05,2014-05-08,USA,Nevada,"Las Vegas","Ceasar's Palace","NORTH AMERICA",West,,,http://www.symantec.com/vision/welcome/?locid=las_vegas,https://mojo.redhat.com/docs/DOC-950409,,"Gold Sponsor","Global Partner Marketing","Red Hat Partner Event"
"IBM Day Luzern Symposium",2014-05-06,2014-05-06,Switzerland,,Luzern,"Kultur- und Kongresszentrum",EMEA,D-A-CH,,,http://www-05.ibm.com/ch/events/symposium/index.html,,,,,"Red Hat Partner Event"
"PaaS Workshop - Mountain View",2014-05-06,2014-05-06,USA,California,"Mountain View",,"NORTH AMERICA",West,,,https://engage.redhat.com/content/PaaS-workshop-registration-s-919555121201,,,,"Cloud,Field Marketing,Platform","Customer Event"
"Montreal JBoss Way Workshop",2014-05-06,2014-05-06,,,,,"NORTH AMERICA",Canada,,,,,,,Middleware,"Customer Event"
"Red Hat Open Day Partner Hosted for Autofin",2014-05-06,2014-05-06,Mexico,"Distrito Federal",Mexico,"Red Hat's office",LATAM,Mexico,,,,,,,Middleware,"Red Hat Partner Event"
"CloudForms_The differences between OpenStack and a cloud management platform",2014-05-06,2014-05-06,,,,,,,,,https://mojo.redhat.com/docs/DOC-934553,,,,,Webinars
"LATAM Partner Conference",2014-05-06,2014-05-08,USA,Florida,Miami,,"NORTH AMERICA",East,,,,,,,,"Red Hat Hosted"
"RHUG - Toronto",2014-05-07,2014-05-07,,,,,"NORTH AMERICA",Canada,,,,,,,"Field Marketing","User Groups"
"Red Hat JBoss Launch Tour, DE – Munich",2014-05-07,2014-05-07,Germany,,Munich,"Sofitel Bayerpost",EMEA,D-A-CH,,,https://engage.redhat.com/content/jboss-integration-tour-e-919555121236-de,,,,Middleware,"Red Hat Hosted"
"Disney Developer Days Conference 2014",2014-05-07,2014-05-08,USA,Florida,Orlando,,"NORTH AMERICA",West,,,,,,,Middleware,"Developer Event"
"Red xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.eventbrite.com/e/michigan-red-hat-enterprise-user-group-may-2014-tickets-91955512129?aff=mcivte,,,,Cloud,"User Groups"
"Intel/OpenStack Onramp Workshop - DC",2014-05-08,2014-05-08,,,D.C.,,"NORTH AMERICA",,,,,,,,"OpenStack,Field Marketing,Global Partner Marketing","Customer Event"
"Storage Webinar",2014-05-08,2014-05-08,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-950123,,,,,Webinars
"End User Event Salzburg by ACP",2014-05-08,2014-05-08,Austria,,Salzburg,,EMEA,D-A-CH,,,,,,,,"Customer Event"
"Red Hat JBoss Launch Tour, DE – Frankfurt",2014-05-08,2014-05-08,Germany,,Frankfurt,"RH Office FFM - MesseTurm",EMEA,D-A-CH,,,https://engage.redhat.com/content/jboss-integration-tour-e-919555121236-de,,,,Middleware,"Red Hat Hosted"
"spirIT 2014",2014-05-09,2014-05-09,Germany,,Bonn,"Steigenberger Grandhotel Petersberg",EMEA,D-A-CH,,,http://www.spirit-conference.com/partner.html,,,,Middleware,"Industry Event"
"JIE Mission Partner Symposium",2014-05-12,2014-05-14,USA,Maryland,Baltimore,"Baltimore Convention Center",,,,,http://events.jspargo.com/jie14/public/enter.aspx,,,,Cloud,"Industry Event"
"Microsoft TechEd US 2014",2014-05-12,2014-05-15,USA,Texas,Houston,"George R. Brown Convention Center","NORTH AMERICA",West,,,http://northamerica.msteched.com/,https://mojo.redhat.com/docs/DOC-942255,https://na4.salesforce.com/91955512120dFW4,"Silver with booth upgrade (20x20 booth)","Platform,Virtualization,Cloud","Industry Event"
"OpenStack xxx@redhat.com Day: 9195551212 Cell: 9195551212",https://www.openstack.org/summit/openstack-summit-atlanta-2014/,https://mojo.redhat.com/docs/DOC-934865,,"Headline Sponsor (other Headline sponsors include HP, Rackspace and Canonical) ","Cloud,Virtualization","Industry Event"
"New xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://www.newbankingandfinancialforum.com.mx/,,,,Middleware,"Customer Event"
GOVSEC,2014-05-13,2014-05-14,USA,DC,Washington,"Walter E. Washington Convention Center","NORTH AMERICA",East,,,http://govsecinfo.com/Home.aspx,,,,"Public Sector","Industry Event"
"Red Hat JBoss Launch Tour, CH – Zurich",2014-05-14,2014-05-14,Switzerland,,Zurich,"RH Office Zürich",EMEA,D-A-CH,,,,,,,Middleware,"Red Hat Hosted"
"Red Hat JBoss Launch Tour, CH – Genf",2014-05-15,2014-05-15,Switzerland,,Genf,"Kempinski Hotel am See",EMEA,D-A-CH,,,,,,,Middleware,"Red Hat Hosted"
"JBoss Business Breakfast by S&N ",2014-05-15,2014-05-15,Germany,,,,EMEA,D-A-CH,,,,,,,Middleware,"Red Hat Partner Event"
"Modern Data Protection Storage Tour",2014-05-15,2014-05-15,,TX,Dallas,,"NORTH AMERICA",West,,,,,,,Storage,"Customer Event"
"CGI Enduser Day 2014",2014-05-15,2014-05-15,Germany,,,,EMEA,D-A-CH,,,,,,,Middleware,"Red Hat Partner Event"
"Red Hat Customer Convergence - Boston Area",2014-05-15,2014-05-15,,,"Framingham, Ma","Sheraton Framingham","NORTH AMERICA",West,,,,,,,GSS,"Customer Event"
"Amazon Webservices Event",2014-05-15,2014-05-15,Germany,,Berlin,"Postbahnhof Berlin",EMEA,D-A-CH,,,http://www.aws-summit-berlin.de/,,,,"Middleware,Channel,Cloud,OpenStack,Openshift,Platform,Storage,Virtualization","Industry Event"
"Cisco Live! - US 2014",2014-05-18,2014-05-22,USA,California,"San Francisco",Moscone,"NORTH AMERICA",West,,,http://www.ciscolive.com/us/,https://mojo.redhat.com/docs/DOC-943743,,,"Global Partner Marketing","Red Hat Partner Event"
"Gartner xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 165 7536 ",http://www.gartner.com/technology/summits/emea/application-development/,https://mojo.redhat.com/docs/DOC-979670,,,Middleware,"Analyst Event"
"ProSys xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://mojo.redhat.com/docs/DOC-956005,,,,Channel,"Red Hat Partner Event"
"Space Symposium",2014-05-19,2014-05-22,USA,Colorado,"Colorado Springs","The Broadmoor Hotel","NORTH AMERICA","Public Sector",,,http://www.spacesymposium.org/,,,,"Public Sector","Industry Event"
"IBM Edge 2014",2014-05-19,2014-05-23,,,"Las Vegas",,"NORTH AMERICA",West,,,http://www-03.ibm.com/systems/edge/,,,,"Global Partner Marketing","Red Hat Partner Event"
"Cloud_PaaS_Red Hat's internal use of the OpenShift PaaS",2014-05-20,2014-05-20,,,,,,,,,https://mojo.redhat.com/docs/DOC-931220,,,,,Webinars
